latitud,longitud
-0.23755435199999986,-16.747639464
-0.2337516399999997,-16.75435823
-0.22994892799999977,-16.761076996
-0.22614621599999984,-16.767795762
-0.22234350399999991,-16.774514527999997
-0.21854079199999998,-16.781233293999996
-0.21473807999999994,-16.78795206
-0.2109353679999998,-16.794670825999997
-0.20713265599999986,-16.801389592
-0.20332994399999982,-16.808108358
-0.1995272319999999,-16.814827123999997
-0.19572451999999996,-16.821545889999996
-0.19192180799999992,-16.828264655999998
-0.18811909599999976,-16.834983422
-0.18431638399999983,-16.841702188
-0.1805136719999998,-16.848420953999998
-0.17671095999999986,-16.855139719999997
-0.17290824799999993,-16.861858486
-0.1691055359999999,-16.868577251999998
-0.16530282399999996,-16.875296018
-0.1615001119999998,-16.882014784
-0.15769739999999977,-16.888733549999998
-0.15389468799999984,-16.895452315999997
-0.1500919759999999,-16.902171082
-0.14628926399999986,-16.908889848
-0.14248655199999993,-16.915608614
-0.13868383999999978,-16.92232738
-0.13488112799999974,-16.929046145999997
-0.1310784159999998,-16.935764911999996
-0.12727570399999988,-16.942483678
-0.12347299199999984,-16.949202443999997
-0.1196702799999999,-16.95592121
-0.11586756799999975,-16.962639976
-0.11206485599999982,-16.969358741999997
-0.108262144,-16.976077508
-0.10445943199999996,-16.982796274000002
-0.10065671999999992,-16.98951504
-0.09685400799999999,-16.996233806
-0.09305129599999995,-17.002952571999998
-0.08924858399999991,-17.009671338
-0.08544587199999998,-17.016390104
-0.08164315999999994,-17.02310887
-0.0778404479999999,-17.029827636
-0.07403773599999997,-17.036546402
-0.07023502399999992,-17.043265168
-0.06643231199999988,-17.049983934
-0.06262959999999995,-17.056702700000002
-0.05882688799999991,-17.063421466
-0.05502417599999987,-17.070140232
-0.05122146399999994,-17.076858998000002
-0.0474187519999999,-17.083577764
-0.043616039999999856,-17.09029653
-0.039813327999999926,-17.097015296
-0.036010615999999884,-17.103734062
-0.032207903999999954,-17.110452828
-0.028405191999999913,-17.117171594
-0.02460247999999987,-17.12389036
-0.02079976799999994,-17.130609126
-0.0169970559999999,-17.137327892000002
-0.013194343999999858,-17.144046658
-0.009391631999999928,-17.150765424
-0.005588919999999886,-17.157484189999998
-0.0017862079999998448,-17.164202956
0.0020165040000000856,-17.170921722
0.005819216000000127,-17.177640488
0.009621928000000057,-17.184359254
0.013424639999999988,-17.19107802
0.01722735200000003,-17.197796785999998
0.02103006400000007,-17.204515552
0.024832776,-17.211234318
0.028635488000000042,-17.217953084
0.032438200000000084,-17.22467185
0.036240912000000014,-17.231390616
0.040043624000000055,-17.238109381999998
0.0438463360000001,-17.244828148
0.04764904800000003,-17.251546914
0.05145176000000007,-17.25826568
0.05525447200000011,-17.264984446
0.05905718400000004,-17.271703212
0.06285989600000008,-17.278421978
0.06666260800000012,-17.285140744
0.07046532000000005,-17.291859510000002
0.07426803199999998,-17.298578276
0.07807074400000014,-17.305297042
0.08187345600000007,-17.312015807999998
0.085676168,-17.318734573999997
0.08947888000000015,-17.32545334
0.09328159200000008,-17.332172105999998
0.09708430400000001,-17.338890872
0.10088701600000016,-17.345609638
0.10468972800000009,-17.352328403999998
0.10849244000000002,-17.35904717
0.11229515200000006,-17.365765936
0.116097864,-17.372484702
0.11990057600000015,-17.379203468
0.12370328800000019,-17.385922234
0.12750600000000012,-17.392640999999998
0.13130871200000005,-17.399359766
0.1351114240000001,-17.406078532
0.13891413600000024,-17.412797298
0.14271684800000017,-17.419516064
0.14651956000000022,-17.42623483
0.15032227200000015,-17.432953596
0.15412498400000008,-17.439672362
0.15792769600000012,-17.446391128000002
0.16173040800000027,-17.453109894
0.1655331200000002,-17.45982866
0.16933583200000024,-17.466547425999998
0.17313854400000017,-17.473266192
0.1769412560000001,-17.479984958
0.18074396800000014,-17.486703723999998
0.1845466800000003,-17.49342249
0.18834939200000023,-17.500141256
0.19215210400000016,-17.506860021999998
0.1959548160000002,-17.513578788
0.19975752800000013,-17.520297554
0.20356024000000006,-17.52701632
0.20736295200000032,-17.533735086
0.21116566400000025,-17.540453852
0.21496837600000018,-17.547172617999998
0.21877108800000022,-17.553891384
0.22257380000000015,-17.56061015
0.22637651200000009,-17.567328916
0.23017922400000035,-17.574047682
0.23398193600000028,-17.580766448
0.2377846480000002,-17.587485214
0.24158736000000025,-17.59420398
0.24539007200000018,-17.600922746000002
0.249192784,-17.607641512
0.25299549600000026,-17.614360278
0.2567982080000002,-17.621079044000002
0.2606009200000001,-17.62779781
0.26440363200000017,-17.634516576000003
0.2682063440000001,-17.641235342
0.272009056,-17.647954108
0.2758117680000003,-17.654672874
0.2796144800000002,-17.661391639999998
0.28341719200000015,-17.668110406
0.2872199040000002,-17.674829172
0.2910226160000001,-17.681547938
0.29482532800000005,-17.688266704
0.2986280400000003,-17.69498547
0.30243075200000025,-17.701704236
0.3062334640000002,-17.708423002
0.3100361760000002,-17.715141768000002
0.31383888800000015,-17.721860534
0.3176416000000001,-17.7285793
0.32144431200000034,-17.735298066
0.3252470240000003,-17.742016832
0.3290497360000002,-17.748735598
0.33285244800000025,-17.755454364000002
0.3366551600000002,-17.76217313
0.3404578720000001,-17.768891896
0.34426058400000026,-17.775610662000002
0.3480632960000003,-17.782329428
0.35186600800000023,-17.789048194000003
0.35566872000000016,-17.79576696
0.3594714320000002,-17.802485726
0.36327414400000013,-17.809204492
0.36707685600000006,-17.815923257999998
0.3708795680000001,-17.822642023999997
0.37468228000000003,-17.82936079
0.37848499199999996,-17.836079555999998
0.382287704,-17.842798322
0.38609041599999994,-17.849517088
0.3898931280000001,-17.856235853999998
0.39369584000000013,-17.862954619999996
0.39749855200000006,-17.869673386
0.401301264,-17.876392151999998
0.40510397600000003,-17.883110918
0.40890668799999996,-17.889829684
0.4127094000000001,-17.896548449999997
0.41651211200000016,-17.903267216
0.4203148240000001,-17.909985982
0.424117536,-17.916704747999997
0.42792024800000006,-17.923423514
0.43172296,-17.93014228
0.43552567200000014,-17.936861045999997
0.4393283840000002,-17.943579811999996
0.4431310960000001,-17.950298577999998
0.44693380800000004,-17.957017343999997
0.45073652,-17.96373611
0.454539232,-17.970454875999998
0.45834194400000017,-17.977173641999997
0.4621446560000001,-17.983892408
0.46594736800000014,-17.990611173999998
0.46975008000000007,-17.99732994
0.473552792,-18.004048706
0.47735550400000004,-18.010767471999998
0.4811582160000002,-18.017486237999996
0.4849609280000001,-18.024205004
0.48876364000000005,-18.03092377
0.492566352,-18.037642536
0.4963690639999999,-18.044361302
0.500171776,-18.051080068
0.5039744880000001,-18.057798834
0.5077772,-18.064517600000002
0.5115799120000001,-18.071236365999997
0.515382624,-18.077955132
0.5191853359999999,-18.084673898
0.522988048,-18.091392663999997
0.5267907600000001,-18.09811143
0.5305934720000001,-18.104830195999998
0.5343961840000001,-18.111548962
0.538198896,-18.118267728
0.542001608,-18.124986493999998
0.54580432,-18.131705259999997
0.5496070320000002,-18.138424026
0.5534097440000001,-18.145142791999998
0.5572124560000001,-18.151861558
0.5610151680000001,-18.158580324
0.56481788,-18.165299089999998
0.568620592,-18.172017856
0.5724233040000002,-18.178736622
0.5762260160000001,-18.185455388
0.5800287280000002,-18.192174154
0.5838314400000001,-18.19889292
0.587634152,-18.205611686
0.5914368640000001,-18.212330452
0.5952395760000002,-18.219049218000002
0.5990422880000001,-18.225767984
0.6028450000000001,-18.23248675
0.6066477120000001,-18.239205516
0.610450424,-18.245924281999997
0.6142531360000002,-18.252643048
0.6180558480000002,-18.259361814
0.6218585600000002,-18.26608058
0.6256612720000001,-18.272799346
0.6294639840000001,-18.279518111999998
0.6332666960000001,-18.286236877999997
0.6370694080000002,-18.292955644
0.6408721200000003,-18.299674409999998
0.6446748320000002,-18.306393176
0.6484775440000001,-18.313111942
0.6522802560000002,-18.319830707999998
0.6560829680000001,-18.326549474
0.6598856800000003,-18.33326824
0.6636883920000003,-18.339987006
0.6674911040000002,-18.346705772
0.6712938160000002,-18.353424538
0.6750965280000002,-18.360143304
0.6788992400000001,-18.36686207
0.6827019520000003,-18.373580836000002
0.6865046640000003,-18.380299602
0.6903073760000003,-18.387018368
0.6941100880000002,-18.393737134
0.6979128000000002,-18.400455899999997
0.7017155120000002,-18.407174666
0.7055182240000003,-18.413893432
0.7093209360000003,-18.420612198
0.7131236480000003,-18.427330964
0.7169263600000002,-18.434049729999998
0.7207290720000001,-18.440768495999997
0.7245317840000001,-18.447487262
0.7283344960000002,-18.454206028
0.7321372080000003,-18.460924794
0.7359399200000002,-18.46764356
0.7397426320000001,-18.474362326
0.7435453440000002,-18.481081092
0.7473480560000001,-18.487799858000002
0.7511507680000002,-18.494518624
0.7549534800000003,-18.50123739
0.7587561920000002,-18.507956156
0.7625589040000001,-18.514674922
0.7663616160000001,-18.521393688
0.7701643280000001,-18.528112454000002
0.7739670400000003,-18.53483122
0.7777697520000002,-18.541549986
0.7815724640000002,-18.548268752000002
0.7853751760000002,-18.554987518
0.7891778880000001,-18.561706284
0.7929806000000001,-18.56842505
0.7967833120000003,-18.575143816
0.8005860240000002,-18.581862582
0.8043887360000003,-18.588581347999998
0.8081914480000002,-18.595300114
0.8119941600000001,-18.60201888
0.8157968720000002,-18.608737646
0.8195995840000003,-18.615456412
0.8234022960000003,-18.622175178
0.8272050080000003,-18.628893944
0.8310077200000002,-18.63561271
0.8348104320000002,-18.642331476000003
0.8386131440000002,-18.649050242
0.8424158560000001,-18.655769008
0.8462185680000001,-18.662487774
0.8500212800000001,-18.669206539999998
0.853823992,-18.675925305999996
0.857626704,-18.682644071999995
0.861429416,-18.689362837999997
0.8652321280000002,-18.696081603999996
0.8690348400000001,-18.70280037
0.872837552,-18.709519135999997
0.8766402640000001,-18.716237901999996
0.880442976,-18.722956668
0.8842456879999999,-18.729675433999997
0.8880484000000002,-18.7363942
0.8918511120000001,-18.743112965999998
0.895653824,-18.749831731999997
0.8994565360000001,-18.756550498
0.903259248,-18.763269263999998
0.90706196,-18.76998803
0.9108646720000002,-18.776706796
0.9146673840000001,-18.783425561999998
0.9184700960000001,-18.790144327999997
0.9222728080000001,-18.796863094
0.92607552,-18.803581859999998
0.929878232,-18.810300626
0.9336809440000002,-18.817019392
0.9374836560000002,-18.823738157999998
0.9412863680000001,-18.830456923999996
0.9450890800000001,-18.83717569
0.9488917920000001,-18.843894455999997
0.952694504,-18.850613221999996
0.9564972160000003,-18.857331988
0.9602999280000001,-18.864050753999997
0.9641026400000001,-18.87076952
0.967905352,-18.877488286
0.971708064,-18.884207051999997
0.9755107759999999,-18.890925818
0.9793134880000001,-18.897644584
0.9831162000000001,-18.904363349999997
0.9869189120000001,-18.911082116
0.9907216240000001,-18.917800881999998
0.994524336,-18.924519648
0.9983270479999999,-18.931238414
1.00212976,-18.937957179999998
1.005932472,-18.944675946
1.0097351840000002,-18.951394712
1.013537896,-18.958113478
1.017340608,-18.964832244
1.02114332,-18.97155101
1.0249460320000001,-18.978269776
1.028748744,-18.984988542
1.0325514560000002,-18.991707308
1.0363541680000001,-18.998426073999997
1.04015688,-19.00514484
1.043959592,-19.011863606
1.0477623040000001,-19.018582371999997
1.051565016,-19.025301138
1.0553677280000002,-19.032019904
1.0591704400000002,-19.038738669999997
1.062973152,-19.045457436
1.066775864,-19.052176202
1.0705785760000002,-19.058894967999997
1.074381288,-19.065613734
1.0781840000000003,-19.072332499999998
1.0819867120000002,-19.079051266
1.0857894240000001,-19.085770032
1.0895921360000003,-19.092488797999998
1.0933948480000002,-19.099207564
1.0971975600000001,-19.10592633
1.1010002720000003,-19.112645096
1.1048029840000002,-19.119363862
1.1086056960000001,-19.126082628
1.1124084080000003,-19.132801394
1.1162111200000002,-19.13952016
1.1200138320000002,-19.146238926
1.1238165440000003,-19.152957692
1.127619256,-19.159676458
1.1314219680000002,-19.166395224
1.1352246800000003,-19.173113989999997
1.1390273920000002,-19.179832756
1.1428301040000002,-19.186551522
1.146632816,-19.193270288
1.150435528,-19.199989054
1.1542382400000002,-19.20670782
1.1580409520000003,-19.213426586
1.1618436640000003,-19.220145352
1.1656463760000002,-19.226864117999998
1.1694490880000001,-19.233582884
1.1732518,-19.24030165
1.1770545120000002,-19.247020415999998
1.1808572240000004,-19.253739182
1.1846599360000003,-19.260457948
1.1884626480000002,-19.267176714
1.1922653600000002,-19.27389548
1.196068072,-19.280614246
1.1998707840000002,-19.287333012
1.2036734960000004,-19.294051778
1.2074762080000003,-19.300770544
1.2112789200000003,-19.30748931
1.2150816320000002,-19.314208076
1.2188843440000001,-19.320926842
1.2226870560000003,-19.327645608
1.2264897680000004,-19.334364374
1.2302924800000004,-19.341083140000002
1.2340951920000003,-19.347801906
1.2378979040000002,-19.354520672
1.2417006160000001,-19.361239438000002
1.245503328,-19.367958204
1.2493060400000005,-19.374676970000003
1.2531087520000004,-19.381395736
1.2569114640000003,-19.388114502
1.2607141760000002,-19.394833268000003
1.2645168880000002,-19.401552033999998
1.2683196,-19.408270799999997
1.2721223120000003,-19.414989566
1.2759250240000002,-19.421708331999998
1.2797277360000003,-19.428427098
1.2835304480000003,-19.435145864
1.2873331600000002,-19.441864629999998
1.2911358720000001,-19.448583396
1.2949385840000003,-19.455302162
1.2987412960000002,-19.462020927999998
1.3025440080000004,-19.468739694
1.3063467200000003,-19.47545846
1.3101494320000002,-19.482177225999997
1.3139521440000002,-19.488895992
1.317754856,-19.495614758
1.321557568,-19.502333524
1.32536028,-19.509052289999996
1.329162992,-19.515771055999995
1.332965704,-19.522489821999997
1.336768416,-19.529208587999996
1.3405711280000001,-19.535927353999995
1.34437384,-19.542646119999997
1.348176552,-19.549364885999996
1.3519792640000001,-19.556083651999998
1.355781976,-19.562802417999997
1.359584688,-19.569521183999996
1.3633874000000001,-19.576239949999998
1.367190112,-19.582958715999997
1.370992824,-19.589677481999995
1.3747955360000002,-19.596396247999998
1.3785982479999999,-19.603115013999997
1.38240096,-19.60983378
1.3862036720000002,-19.616552545999998
1.390006384,-19.623271311999996
1.393809096,-19.629990078
1.397611808,-19.636708843999997
1.4014145199999999,-19.643427609999996
1.405217232,-19.650146376
1.4090199440000002,-19.656865141999997
1.4128226560000001,-19.663583908
1.416625368,-19.670302674
1.42042808,-19.677021439999997
1.424230792,-19.683740206
1.428033504,-19.690458972
1.4318362160000002,-19.697177738
1.4356389280000001,-19.703896504
1.43944164,-19.710615269999998
1.443244352,-19.717334035999997
1.447047064,-19.724052802
1.450849776,-19.730771567999998
1.4546524880000002,-19.737490334
1.4584552000000002,-19.7442091
1.462257912,-19.750927865999998
1.466060624,-19.757646632
1.469863336,-19.764365398
1.4736660480000001,-19.771084164
